,process_number,decision_type,document_href,judgement_date,decision_text,judging_body,judge,district,justice_secret,publication_date
238,0010134-89.2020.8.16.0026,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd92563a09a70f70e5c4d0ea30e793f58e62586b0c8c3cf6544d248,20230109,"TRIBUNAL DE JUSTIÇA DO ESTADO DO PARANÁ
4ª CÂMARA CÍVEL",4ª Câmara Cível,Astrid Maranhão de Carvalho Ruthes,Campo Largo,False,20230109
239,0043460-50.2022.8.16.0000,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd92563c007afe1684037b5154d402a845489d1b0c8c3cf6544d248,20230109,"TRIBUNAL DE JUSTIÇA DO ESTADO DO PARANÁ
9ª CÂMARA CÍVEL",9ª Câmara Cível,Luis Sergio Swiech,Londrina,False,20230109
240,0001932-24.2022.8.16.0004,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd92563491df1472a0e3593afe8b279ff3d9d8fb0c8c3cf6544d248,20230109,"Rua Presidente Carlos Cavalcanti, 648 - São Francisco - CURITIBA/PR - CEP: 80.510-040 DECISÃO MONOCRÁTICA - MANDADO DE SEGURANÇA – PRETENSÃO DE SUSPENSÃO DA COBRANÇA DO ICMS-DIFAL NO EXERCÍCIO DE 2022. Mandando de Segurando impetrado contra ato Secretário de Estado da Fazenda do Paraná – Ilegitimidade passiva reconhecida – Secretário de Estado da Fazenda que não detém competência legal para as funções de arrecadação, cobrança e fiscalização de tributos – Extinção do feito sem resolução do mérito – Precedentes do Superior Tribunal de Justiça e desta Egrégia Corte. MANDADO DE SEGURANÇA EXTINTO.",3ª Câmara Cível,Octavio Campos Fischer,* Não definida,False,20230109
241,0050819-51.2022.8.16.0000,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd92563da11f5d52f945bcfb0916c69d42af49cb0c8c3cf6544d248,20230109,"RUA DUQUE DE CAXIAS, 635 CENTRO CIVICO - JARDIM MAZZEI II - LONDRINA/PR - CEP: 86.015-901 AGRAVO DE INSTRUMENTO – EXECUÇÃO FISCAL – DECISÃO QUE REJEITOU A EXCEÇÃO DE PRÉ-EXECUTIVIDADE. 1. Recurso inadmissível – Valor da execução fiscal que não excede a 50 (cinquenta) ORTN’s (art. 34 da Lei nº 6830/80) – Precedentes do STJ e desta corte. 2. Decisão monocrática, com base no art. 932, III, do CPC. RECURSO NÃO CONHECIDO.",3ª Câmara Cível,Octavio Campos Fischer,Londrina,False,20230109
242,0014746-84.2018.8.16.0044,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd92563cc1920ce7be42055a50b6147d9c2b063b0c8c3cf6544d248,20230109,"TRIBUNAL DE JUSTIÇA DO ESTADO DO PARANÁ
13ª CÂMARA CÍVEL",13ª Câmara Cível,Josely Dittrich Ribas,Apucarana,False,20230109
243,0068852-89.2022.8.16.0000,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd925634c05cf501bfb439da50b6147d9c2b063b0c8c3cf6544d248,20230109,"TRIBUNAL DE JUSTIÇA DO ESTADO DO PARANÁ
19ª CÂMARA CÍVEL",19ª Câmara Cível,Domingos José Perfetto,Catanduvas,False,20230109
244,0069129-08.2022.8.16.0000,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd9256355ae5ddb2cb7a8fe5bce1bf63ddea135b0c8c3cf6544d248,20230109,"TRIBUNAL DE JUSTIÇA DO ESTADO DO PARANÁ
16ª CÂMARA CÍVEL",16ª Câmara Cível,Marco Antonio Massaneiro,Arapongas,False,20230109
245,0028511-21.2022.8.16.0000,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd92563316bd1eee687e918a50b6147d9c2b063b0c8c3cf6544d248,20230109,"TRIBUNAL DE JUSTIÇA DO ESTADO DO PARANÁ
16ª CÂMARA CÍVEL",16ª Câmara Cível,Marco Antonio Massaneiro,Faxinal,False,20230109
246,0020724-38.2022.8.16.0000,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd92563b119a902fae64835a30e793f58e62586b0c8c3cf6544d248,20230109,JULGAMENTO MONOCRÁTICO. AGRAVO DE INSTRUMENTO. ACORDO CELEBRADO ENTRE AS PARTES HOMOLOGADO NA ORIGEM. RECURSO PREJUDICADO. PERDA DO OBJETO. FALTA DE INTERESSE DE AGIR SUPERVENIENTE. RECURSO NÃO CONHECIDO. I – RELATÓRIO.,14ª Câmara Cível,Cristiane Santos Leite,Cascavel,False,20230109
247,0005373-64.2021.8.16.0160,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63832bb29dae7269183fbb5867e7f36cbbafe8b279ff3d9d8ffa909f8bf88bec55,20230109,"VINCULAÇÃO DO REAJUSTE AO MESMO ÍNDICE DA LEI FEDERAL – AUSENTE CONTRAPONTO ESSENCIAL A IMPUGNAÇÃO DO DECISUM DA ORIGEM – VIOLAÇÃO AO PRINCÍPIO DA DIALETICIDADE – REPETIÇÃO DE ARGUMENTO JÁ AMPLAMENTE DEBATIDO NA SENTENÇA -– NÃO CONHECIMENTO. Recurso não conhecido. Com arrimo no artigo 932 do Código de Processo Civil, em liame com a Súmula sob o nº 568 do Superior Tribunal de Justiça e na forma estabelecida do artigo 12, inciso XIII, do Regimento Interno das Turmas Recursais dos Juizados Especiais deste Tribunal, os quais permitem ao relator dar prosseguimento ao recurso quando houver entendimento dominante acerca do tema, passo a julgar monocraticamente o caso abordado nos autos.",4ª Turma Recursal,Marco Vinicius Schiebel,Sarandi,False,20230109
248,0004732-71.2022.8.16.0021,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63832bb29dae72691877953b1c5ecc0fe8c24ca277cc503138fa909f8bf88bec55,20230109,"Camila Nava Smaniotto 1. Tendo em vista a comunicação de celebração de acordo, entre as partes, homologo, por sentença, o acordo entabulado, para que produza seus jurídicos e legais efeitos e, com fundamento na alínea “b”, inciso III do artigo 487 do Código de Processo Civil em vigência, julgo extinta a presente ação. 2. Custas na forma da Lei 18.413/2014. 3. Baixem os autos ao juízo de origem. 4. Intimações e diligências necessárias. Curitiba, data da assinatura digital.",1ª Turma Recursal,Nestario da Silva Queiroz,Cascavel,False,20230109
249,0000288-24.2022.8.16.9000,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63832bb29dae7269186ec106655993e261a50b6147d9c2b063fa909f8bf88bec55,20230109,"EMENTA: AGRAVO DE INSTRUMENTO – SENTENÇA PROFERIDA – PERDA SUPERVENIENTE DO AGRAVO – INTELIGÊNCIA DO ART. 932, INCISO III, DO CPC – RECURSO PREJUDICADO POR AUSÊNCIA DE INTERESSE PROCESSUAL. Com arrimo no artigo 932 do Código de Processo Civil, em liame com a Súmula sob o nº 568 do Superior Tribunal de Justiça e na forma estabelecida do artigo 12, inciso XIII, do Regimento Interno das Turmas Recursais dos Juizados Especiais deste Tribunal, os quais permitem ao relator dar prosseguimento ao recurso quando houver entendimento dominante acerca do tema, passo a julgar monocraticamente o caso abordado nos autos.",4ª Turma Recursal,Marco Vinicius Schiebel,Curitiba,False,20230109
250,0003112-53.2022.8.16.9000,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63832bb29dae726918637c7c4b8363af07a50b6147d9c2b063fa909f8bf88bec55,20230109,"TRIBUNAL DE JUSTIÇA DO ESTADO DO PARANÁ TURMA RECURSAL REUNIDA DOS JUIZADOS ESPECIAIS Autos nº. 0003112-53.2022.8.16.9000 Recurso: 0003112-53.2022.8.16.9000 Classe Processual: Mandado de Segurança Cível Assunto Principal: Liminar Impetrante(s): ROBERT ALEXANDRE BRITO (RG: 84686875 SSP/PR e CPF/CNPJ: 047.966.649-04) Rua Cabo Nicanor Francisco de Mattos, 218 Jardim Marisa - Porto Belo - FOZ DO IGUAÇU/PR - CEP: 85.867-615 - E-mail: robertalexandreitaipu@gmail.com - Telefone(s): (45) 9835-9693 Impetrado(s): Juiz Relator da 4ª Turma Recursal dos Juizados Especiais (CPF/CNPJ: Não Cadastrado) Rua Mauá, 920, 920 - Alto da Glória - CURITIBA/PR - CEP: 80.030-901 DECISÃO MONOCRÁTICA RELATÓRIO Trata-se de Mandado de Segurança impetrado pretendendo a revisão de decisão que indeferiu o pedido de gratuidade judiciária e determinou o preparo para prosseguimento do recurso inominado. FUNDAMENTAÇÃO A sentença julgou improcedentes os pedidos da petição inicial. Irresignado, o impetrante recorreu, pugnando o não pagamento das custas em virtude de pedido de gratuidade judiciária. O juiz de primeiro grau indeferiu o pedido de gratuidade judiciária, mas após a oposição de embargos declaratórios revogou sua decisão e declarou-se incompetente para analisar o pedido, determinando a remessa dos autos para grau recursal. O Juiz Relator da 4ª Turma, por sua vez, monocraticamente indeferiu o pedido de gratuidade e determinou o recolhimento das custas. Essa é a decisão que se encontra em análise perante a Turma Recursal Reunida. Apesar da Lei 9.099/95 ser completamente omissa a respeito, é assente na jurisprudência e doutrina que, das decisões monocráticas proferidas em grau recursal é possível o manejo do agravo interno (com as suas necessárias adaptações), conforme previsto no art. 1.021 do CPC. Ora, havendo recurso próprio (agravo interno) das decisões monocráticas proferidas pelo relator de Turma isolada, não se mostra cabível a utilização de Mandado de Segurança. Ademais, há decisão idêntica neste mesmo sentido: MANDADO DE SEGURANÇA IMPETRADO EM FACE DE DECISÃO MONOCRÁTICA PROFERIDA POR RELATORA DE TURMA ISOLADA. POSSIBILIDADE DE INTERPOSIÇÃO DE AGRAVO INTERNO, NOS TERMOS DO ART. 1.021 DO CPC E ART. 12 DO REGIMENTO INTERNO DAS TURMAS RECURSAIS DO TJPR, SOB PENA DE OFENSA AO ART. 5º III DO REGIMENTO INTERNO. INCABÍVEL UTILIZAÇÃO DE REMÉDIO CONSTITUCIONAL COMO SUBSTITUTO DE RECURSO PRÓPRIO. VEDAÇÃO EXPRESSA PELA SÚMULA 267 DO STF. PRECEDENTES. INEXISTÊNCIA DE DIREITO LÍQUIDO E CERTO. AUSÊNCIA DE ATO ILEGAL OU ABUSIVO. PRESSUPOSTO INDISPENSÁVEL À PROPOSITURA EXCEPCIONAL DO MANDAMUS NÃO EXISTENTE. NÃO CONHECIMENTO. INDEFERIMENTO DA PETIÇÃO INICIAL. (TJPR - Turma Recursal Reunida dos Juizados Especiais - 0003345-50.2022.8.16.9000 - Londrina - Rel.: JUÍZA DE DIREITO DA TURMA RECURSAL DOS JUIZADOS ESPECIAIS ADRIANA DE LOURDES SIMETTE - J. 16.12.2022) Observe-se, como mencionado na ementa, que o Regimento Interno das Turmas Recursais do TJPR prevê a possibilidade do agravo interno. Ora, o Mandado de Segurança não pode servir de substitutivo de recursos existentes. Ademais, o próprio cabimento depende não só da existência de direito líquido e certo, mas também, haja vista a consolidação de entendimento pelo próprio Superior Tribunal de Justiça nesse sentido, de decisões de natureza teratológica, de manifesta ilegalidade ou de 1 abuso de poder . Não verificado, no caso em apreço, tal excepcionalidade, uma vez que a impetração do mandado de segurança contra ato judicial é adstrita àqueles casos em que efetivamente sejam descartadas todas as possibilidades de eficácia concedidas pelo sistema processual, o que não é o caso, já que o impetrante pretende utilizar-se de mandado de segurança para atacar decisão monocrática, como substitutivo do recurso de agravo interno. Ainda, é importante salientar que a parte não emendou a petição inicial na forma determinada no seq. 9, pois não indicou os demais litisconsortes necessários. Encontra-se consolidado no Superior Tribunal de Justiça o entendimento de que nas ações de mandado de segurança devem figurar como litisconsortes passivos necessários todos aqueles que poderão ser afetados em caso de eventual decisão concessiva da ordem. O raciocínio feito pelos ministros, inclusive, decorre de remissão da Lei 12.016 /2009 à disciplina do litisconsórcio (art. 24), como era tratada no Código de Processo Civil de 1973. Com base nesta disposição, é correto assumir que as regras previstas nos art. 113 e seguintes do Código de Processo Civil atual (que equivalem aos art. 46 a 49 do Código revogado) também disciplinam quais partes podem ser tomadas como litisconsortes 2 necessárias . Os seguintes excertos bem ilustram a questão em análise: [...] é assente na jurisprudência desta Corte Superior de Justiça que nos casos em que o ato impugnado no Mandado de Segurança produza efeitos em relação a terceiros, sendo a hipótese em tela - procedimento licitatório com vencedor declarado e contrato firmado - abarcada por essa assertiva, estes devem ser citados na qualidade de litisconsortes passivos necessários, porquanto a esfera jurídica desses, invariavelmente, será atingida pela decisão proferida. (STJ - REsp: 1752611 RS 2018/0168063-7, Relator: Ministro MAURO CAMPBELL MARQUES, Data de Publicação: DJ 13/11/2018) A eficácia da sentença quando repercute na esfera jurídica alheia impõe o litisconsórcio necessário, ante a ratio essendi do art. 47, do CPC e da Súmula 145 do extinto Tribunal Federal de Recursos, sendo certo que a ausência de citação daquele gera a nulidade do processo. Precedentes do STJ: RMS 20.780/RJ, DJ 17.09.2007; RMS 23406/SC, DJ 26.04.2007 e REsp 793.920/GO, DJ 19.06.2006. (REsp 1159791/RJ, Rel. Ministro LUIZ FUX, PRIMEIRA TURMA, julgado em 07/12/2010, DJe 25/02/2011) Trazendo-se aos presentes autos tais diretivas, e constatando-se que a parte, 3 apesar de devidamente intimada para indicar os litisconsortes passivos necessários , quedou- se inerte, tem-se que deve ser indeferida a inicial dos presentes autos de mandado de segurança, por estar ausente um dos requisitos legais para o seu recebimento, conforme estipula o art. 10 da Lei 12.016/2009. Não bastasse isso, o próprio Supremo Tribunal Federal já se manifestou em casos semelhantes, editando a Súmula 631: SÚMULA 631 - Extingue-se o processo de mandado de segurança se o impetrante não promove, no prazo assinado, a citação do litisconsorte passivo necessário. Por fim, é sabido que para a concessão da justiça gratuita cabe à parte a comprovação do seu estado de hipossuficiência econômica (art. 5º, LXXIV, da Constituição Federal), pois isenta-se do pagamento de custas somente aqueles que demonstrem a impossibilidade de custear as despesas processuais sem prejuízo de sua subsistência ou de sua família. Após o despacho de seq. 9, a parte impetrante juntou documentação trazendo indicativo de que suas despesas giram na média de R$ 7.600,00. Entretanto, da sua documentação juntada (seq. 1.4), se verifica que sua renda mensal declarada é bastante inferior ao gasto médio. Além disso, mesmo tendo despesas maiores do que seus rendimentos declarados, há acréscimo patrimonial anual de quase R$ 50.000,00. O recorrente não demonstrou que não seria capaz de suportar o pagamento das despesas processuais, haja vista não ter demonstrado claramente a sua renda financeira, bem como seus gastos habituais, impossibilitando que se faça qualquer juízo relativo ao empenho de sua renda. Sendo assim, indefiro a concessão da gratuidade. DISPOSITIVO Diante do exposto, não conheço da presente ação mandamental, indeferindo a inicial com base nos arts. 5º, inciso II e 10, da Lei 12.016/2009, e Súmula 267 do Supremo Tribunal Federal, nos termos da fundamentação. Sem honorários. Condeno a parte ao pagamento das custas referentes à impetração do mandado de segurança. Comunique-se a respeito o juízo de origem (4ª Turma Recursal). Ciência ao Ministério Público. Intimações e diligências necessárias. Curitiba, data constante no sistema. VANESSA BASSANI Juíza Relatora 1É essencial que se faça um exame sumário acerca da legalidade e da existência de fundamentação teratológica, na medida em que estes pontos compreendem verdadeiros requisitos de admissibilidade dos mandados de segurança apresentados em face de decisões judiciais. Neste sentido: O Mandado de Segurança contra decisão judicial é admitido apenas em casos de flagrante ilegalidade ou de manifesta teratologia, o que não ocorre no presente julgado. 5. ""A utilização do mandado de segurança contra ato judicial exige, além de ausência de recurso apto a combatê-lo, que o decisum impugnado seja manifestamente ilegal ou teratológico. Precedentes: RMS 48.060/MG, Rel. Ministra Assusete Magalhães, DJe de 15.9.2015, RMS 38.833/MG, Rel. Ministro Castro Meira, Segunda Turma, DJe de 25.9.2012, RMS 43.797/MG, Rel. Ministro Herman Benjamin, Segunda Turma, DJe de 22.10.2013, RMS 45.740/MG, Rel. Ministro Napoleão Nunes Maia Filho, DJe de 29.8.2014, RMS 45.519/MG, Rel. Ministro Humberto Martins, DJe de 28.8.2014, RMS 43.183/MG, Rel. Ministro Mauro Campbell Marques, DJe de 27.8.2014"" (RMS 46.144/MG, Rel. Ministra Diva Malerbi (Desembargadora Federal Convocada do TRF/3ª Região), Segunda Turma, DJe de 14.6.2016). (RMS 58.988/SP, Rel. Ministro HERMAN BENJAMIN, SEGUNDA TURMA, julgado em 11/12/2018, DJe 08/02/2019) 2[...] A Lei n. 12.016/09 estabelece expressamente, em seu art. 24, que se aplicam ao mandado de segurança os arts. 46 a 49 do Código de Processo Civil/1973 (correspondentes aos arts. 114 a 118 do CPC/2015), os quais tratam do litisconsórcio. Em relação ao litisconsórcio necessário, o Código de Processo Civil/1973, vigente à época da impetração, assim dispunha: Art. 47. Há litisconsórcio necessário, quando, por disposição de lei ou pela natureza da relação jurídica, o juiz tiver de decidir a lide de modo uniforme para todas as partes; caso em que a eficácia da sentença dependerá da citação de todos os litisconsortes no processo. Por oportuno, destaco que o art. 114 do CPC/2015 estabelece que o ""litisconsórcio será necessário por disposição de lei ou quando, pela natureza da relação jurídica controvertida, a eficácia da sentença depender da citação de todos que devam ser litisconsortes"" [...] (STJ - PET no MS: 20334 DF 2013/0237269-5, Relator: Ministro GURGEL DE FARIA, Data de Publicação: DJ 27/09/2018) 3O litisconsorte necessário é compreendido como todo aquele que pode sofrer efeitos jurídicos em decorrência da tutela judicial postulada e por isso, deve compor o polo passivo, haja vista que a eficácia da sentença dependerá de sua adequada citação, uma vez que do contrário se estaria violando diretamente a garantia constitucional do contraditório.",Turma Recursal Reunida dos Juizados Especiais,Vanessa Bassani,Foz do Iguaçu,False,20230109
251,0024362-57.2010.8.16.0014,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63832bb29dae726918f646e2f7b87f4c8d154d402a845489d1fa909f8bf88bec55,20230109,"TRIBUNAL DE JUSTIÇA DO ESTADO DO PARANÁ 1ª TURMA RECURSAL DOS JUIZADOS ESPECIAIS Autos nº. 0024362-57.2010.8.16.0014 Recurso: 0024362-57.2010.8.16.0014 Classe Processual: Recurso Inominado Cível Assunto Principal: Expurgos Inflacionários / Planos Econômicos Recorrente(s): HSBC BANK BRASIL S/A - BANCO MULTIPLO (CPF/CNPJ: 01.701.201 /0010-70) Rua Quintino Bocaiúva, 317 - Centro - LONDRINA/PR - CEP: 86.020- 150 Recorrido(s): RODRIGO MASSARU YAMAOKA (RG: 79156485 SSP/PR e CPF /CNPJ: 041.008.999-04) Rua Mário Tagata, 52 - Centro - ASSAÍ/PR - CEP: 86.220-000 Homologo o acordo juntado às seqs. 48 a 49 dos autos de recurso, para que surta seus efeitos jurídicos e legais, julgando extinto o processo, com resolução de mérito, na forma do artigo 487, III, “b” do Código de Processo Civil. Oportunamente, baixem os autos ao Juízo de origem. Publique-se. Registre-se. Intimem-se. Curitiba, data constante no sistema. VANESSA BASSANI Juíza Relatora",1ª Turma Recursal,Vanessa Bassani,Londrina,False,20230109
252,0019799-22.2021.8.16.0018,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63832bb29dae726918f25f8c2deeaeeac9c24ca277cc503138fa909f8bf88bec55,20230109,RECURSO INOMINADO. DECISÃO MONOCRÁTICA. SOCIEDADE ECONOMIA MISTA. COPEL. RESPONSABILIDADE CIVIL. AÇÃO DE INDENIZAÇÃO POR DANOS MORAIS. SENTENÇA DE PARCIAL PROCEDÊNCIA. INTERRUPÇÃO DO FORNECIMENTO DE ENERGIA ELÉTRICA POR SETE DIAS. TEORIA DA RESPONSABILIDADE CIVIL OBJETIVA. APLICABILIDADE. FALHA NA PRESTAÇÃO DE SERVIÇO RECONHECIDA AO NÃO OBSERVAR PRAZO PARA RELIGAÇÃO. INTELIGÊNCIA DO ARTIGO 176 DA RESOLUÇÃO NORMATIVA N.º 414/10 DA ANEEL. DANO MORAL CONFIGURADO. DEVER DE INDENIZAR. SENTENÇA REFORMADA. RECURSO CONHECIDO E PROVIDO.,4ª Turma Recursal,Pamela Dalle Grave Flores Paganini,Maringá,False,20230109
253,0004273-78.2022.8.16.0018,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63832bb29dae72691827c3d8e32a699161b0916c69d42af49cfa909f8bf88bec55,20230109,RECURSO INOMINADO. DECISÃO MONOCRÁTICA. SOCIEDADE ECONOMIA MISTA. COPEL. RESPONSABILIDADE CIVIL. AÇÃO DE INDENIZAÇÃO POR DANOS MORAIS. LEGITIMIDADE ATIVA. INTERRUPÇÃO DO FORNECIMENTO DE ENERGIA ELÉTRICA POR ONZE DIAS. TEORIA DA RESPONSABILIDADE CIVIL OBJETIVA. APLICABILIDADE. FALHA NA PRESTAÇÃO DE SERVIÇO RECONHECIDA AO NÃO OBSERVAR PRAZO PARA RELIGAÇÃO. INTELIGÊNCIA DO ARTIGO 176 DA RESOLUÇÃO NORMATIVA N.º 414/10 DA ANEEL. DANO MORAL CONFIGURADO. DEVER DE INDENIZAR. SENTENÇA REFORMADA. RECURSO CONHECIDO E PROVIDO.,4ª Turma Recursal,Pamela Dalle Grave Flores Paganini,Maringá,False,20230109
254,0002980-73.2022.8.16.0018,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63832bb29dae7269187e297b5a78e1a1f65bce1bf63ddea135fa909f8bf88bec55,20230109,RECURSO INOMINADO. DECISÃO MONOCRÁTICA. SOCIEDADE ECONOMIA MISTA. COPEL. RESPONSABILIDADE CIVIL. AÇÃO DE INDENIZAÇÃO POR DANOS MORAIS. LEGITIMIDADE ATIVA. INTERRUPÇÃO DO FORNECIMENTO DE ENERGIA ELÉTRICA POR ONZE DIAS. TEORIA DA RESPONSABILIDADE CIVIL OBJETIVA. APLICABILIDADE. FALHA NA PRESTAÇÃO DE SERVIÇO RECONHECIDA AO NÃO OBSERVAR PRAZO PARA RELIGAÇÃO. INTELIGÊNCIA DO ARTIGO 176 DA RESOLUÇÃO NORMATIVA N.º 414/10 DA ANEEL. DANO MORAL CONFIGURADO. DEVER DE INDENIZAR. SENTENÇA REFORMADA. RECURSO CONHECIDO E PROVIDO.,4ª Turma Recursal,Pamela Dalle Grave Flores Paganini,Maringá,False,20230109
255,0002954-95.2022.8.16.9000,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63832bb29dae7269180c3d1f887bc32a09154d402a845489d1fa909f8bf88bec55,20230109,DETRAN/PR LICIR JOSE DE BRITO FILHO DECISÃO MONOCRÁTICA. INCIDENTE DE UNIFORMIZAÇÃO DE JURISPRUDÊNCIA. UTILIZAÇÃO COMO SUCEDÂNEO RECURSAL. IMPOSSIBILIDADE DE SEGUIMENTO. INEXISTÊNCIA DE PREVISÃO NO CÓDIGO DE PROCESSO CIVIL OU NO REGIMENTO INTERNO DAS TURMAS RECURSAIS. PRECEDENTES. Incidente não conhecido.,Turma Recursal Reunida dos Juizados Especiais,José Daniel Toaldo,Curitiba,False,20230109
256,0010348-66.2017.8.16.0194,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd92563e85e50ddc29a4c2b8919ad108f3a0e82b0c8c3cf6544d248,20230109,"APELAÇÃO CÍVEL Nº 10348-66.2017.8.16.0194
Comarca: 12ª Vara Cível de Curitiba
Apelantes: Associação da Vila Militar e outra
Rec. Adesivos: Arno Remde e outros
Relator: Des. Luiz Taro Oyama
Vistos etc.",4ª Câmara Cível,Luiz Taro Oyama,Curitiba,False,20230109
257,0014958-79.2010.8.16.0014,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd92563eea4f918988e99a25bce1bf63ddea135b0c8c3cf6544d248,20230109,"PODER JUDICIÁRIO DO ESTADO DO PARANÁ
15ª CÂMARA CÍVEL - PROJUDI
RUA MAUÁ, 920 - ALTO DA GLORIA - Curitiba/PR - CEP: 80.030-901 - E-mail: 15CC@tjpr.jus.br
Recurso: 0014958-79.2010.8.16.0014
Classe Processual: Apelação Cível
Assunto Principal: Contratos Bancários
Apelante(s): Banco do Brasil S/A
Apelado(s): MARIA GORETE FERNANDES
FRANCISCO RUY FERNANDES
Na medida em que extinto o feito de origem (mov.45), julgo prejudicado o presente recurso, o que faço
com fulcro no 932, inciso III, do Código de Processo Civil.
Baixem os autos à origem, independentemente do trânsito em julgado desta decisão.
Intimem-se.
Curitiba, 09 de janeiro de 2023.
assinatura digital
HAYTON LEE SWAIN FILHO
= DES. RELATOR =",15ª Câmara Cível,Hayton Lee Swain Filho,Londrina,False,20230109
